"スキル項目コード","専門分野コード"
"S210020020","HN-030-030"
"S210020020","HN-030-050"
"S210020020","HP-010-030"
"S210020020","HP-010-060"
"S210020030","HI-070-010"
"S210020030","HI-080-010"
"S210020030","HI-090-020"
"S210020030","HU-070-010"
"S210020030","HE-020-010"
"S210020030","HE-020-020"
"S210020030","HE-040-010"
"S210020030","HE-050-010"
"S210020030","HE-060-010"
"S210020030","HE-070-010"
"S210020030","HE-070-020"
"S210020030","HE-080-010"
"S210020030","HE-100-010"
"S210020030","HF-020-030"
"S210020030","HF-030-030"
"S210020030","HF-040-010"
"S210020030","HN-020-030"
"S210020030","HN-030-030"
"S210020030","HN-030-050"
"S210020030","HP-010-030"
"S210020030","HP-010-060"
"S210020040","HI-060-010"
"S210020040","HI-060-020"
"S210020040","HI-060-030"
"S210020040","HI-060-040"
"S210020040","HI-060-050"
"S210020040","HI-060-060"
"S210020040","HI-070-010"
"S210020040","HI-080-010"
"S210020040","HU-070-010"
"S210020040","HE-020-010"
"S210020040","HE-020-020"
"S210020040","HE-040-010"
"S210020040","HE-050-010"
"S210020040","HE-060-010"
"S210020040","HE-070-010"
"S210020040","HE-080-010"
"S210020040","HE-100-010"
"S210020040","HF-020-030"
"S210020040","HF-030-030"
"S210020040","HF-040-010"
"S210020040","HN-020-030"
"S210020040","HN-030-030"
"S210020040","HN-030-050"
"S210020040","HP-010-030"
"S210020040","HP-010-060"
"S210020050","HI-070-010"
"S210020050","HI-080-010"
"S210020050","HU-070-010"
"S210020050","HE-020-010"
"S210020050","HE-020-020"
"S210020050","HE-040-010"
"S210020050","HE-050-010"
"S210020050","HE-060-010"
"S210020050","HE-070-010"
"S210020050","HE-080-010"
"S210020050","HE-100-010"
"S210020050","HF-020-030"
"S210020050","HF-030-030"
"S210020050","HF-040-010"
"S210020050","HN-020-030"
"S210020050","HN-030-030"
"S210020050","HN-030-050"
"S210020050","HP-010-030"
"S210020050","HP-010-060"
"S210020060","HI-060-010"
"S210020060","HI-060-020"
"S210020060","HI-060-030"
"S210020060","HI-060-040"
"S210020060","HI-060-050"
"S210020060","HI-060-060"
"S210020060","HI-070-010"
"S210020060","HI-080-010"
"S210020060","HU-070-010"
"S210020060","HE-020-010"
"S210020060","HE-020-020"
"S210020060","HE-040-010"
"S210020060","HE-050-010"
"S210020060","HE-060-010"
"S210020060","HE-070-010"
"S210020060","HE-080-010"
"S210020060","HE-100-010"
"S210020060","HF-020-030"
"S210020060","HF-030-030"
"S210020060","HF-040-010"
"S210020060","HN-020-030"
"S210020060","HN-030-030"
"S210020060","HN-030-050"
"S210020060","HP-010-030"
"S210020070","HI-070-010"
"S210020070","HI-080-010"
"S210020070","HU-070-010"
"S210020070","HE-020-010"
"S210020070","HE-020-020"
"S210020070","HE-040-010"
"S210020070","HE-050-010"
"S210020070","HE-060-010"
"S210020070","HE-070-010"
"S210020070","HE-080-010"
"S210020070","HE-100-010"
"S210020070","HF-020-030"
"S210020070","HF-030-030"
"S210020070","HF-040-010"
"S210020070","HN-020-030"
"S210020070","HN-030-030"
"S210020070","HN-030-050"
"S210020070","HP-010-030"
"S210020070","HP-010-060"
"S210020080","HI-070-010"
"S210020080","HI-080-010"
"S210020080","HI-090-020"
"S210020080","HU-070-010"
"S210020080","HE-020-010"
"S210020080","HE-020-020"
"S210020080","HE-040-010"
"S210020080","HE-050-010"
"S210020080","HE-060-010"
"S210020080","HE-070-010"
"S210020080","HE-080-010"
"S210020080","HE-100-010"
"S210020080","HF-020-030"
"S210020080","HF-030-030"
"S210020080","HF-040-010"
"S210020080","HN-020-030"
"S210020080","HN-030-030"
"S210020080","HN-030-050"
"S210020080","HP-010-030"
"S210020080","HP-010-060"
"S210020090","HI-070-010"
"S210020090","HI-080-010"
"S210020090","HU-070-010"
"S210020090","HE-020-010"
"S210020090","HE-020-020"
"S210020090","HE-040-010"
"S210020090","HE-050-010"
"S210020090","HE-060-010"
"S210020090","HE-070-010"
"S210020090","HE-080-010"
"S210020090","HE-100-010"
"S210020090","HF-020-030"
"S210020090","HF-030-030"
"S210020090","HF-040-010"
"S210020090","HN-020-030"
"S210020090","HN-030-030"
"S210020090","HN-030-050"
"S210020090","HP-010-030"
"S210020090","HP-010-060"
"S210020100","HI-060-010"
"S210020100","HI-060-020"
"S210020100","HI-060-030"
"S210020100","HI-060-040"
"S210020100","HI-060-050"
"S210020100","HI-060-060"
"S210020100","HI-070-010"
"S210020100","HI-080-010"
"S210020100","HU-070-010"
"S210020100","HE-020-010"
"S210020100","HE-020-020"
"S210020100","HE-040-010"
"S210020100","HE-050-010"
"S210020100","HE-060-010"
"S210020100","HE-070-010"
"S210020100","HE-080-010"
"S210020100","HE-100-010"
"S210020100","HF-020-030"
"S210020100","HF-030-030"
"S210020100","HF-040-010"
"S210020100","HN-020-030"
"S210020100","HN-030-030"
"S210020100","HN-030-050"
"S210020100","HP-010-030"
"S210020100","HP-010-060"
"S210020110","HI-070-010"
"S210020110","HI-080-010"
"S210020110","HI-090-020"
"S210020110","HE-020-010"
"S210020110","HE-020-020"
"S210020110","HE-040-010"
"S210020110","HE-050-010"
"S210020110","HE-060-010"
"S210020110","HE-070-010"
"S210020110","HE-080-010"
"S210020110","HE-100-010"
"S210020110","HF-020-030"
"S210020110","HF-040-010"
"S210020110","HN-030-030"
"S210020110","HN-030-050"
"S210020110","HP-010-030"
"S210020110","HP-010-060"
"S210020120","HI-060-010"
"S210020120","HI-060-020"
"S210020120","HI-060-030"
"S210020120","HI-060-040"
"S210020120","HI-060-050"
"S210020120","HI-060-060"
"S210020120","HI-070-010"
"S210020120","HI-080-010"
"S210020120","HU-070-010"
"S210020120","HE-070-010"
"S210020120","HE-080-010"
"S210020120","HE-100-010"
"S210020120","HF-020-030"
"S210020120","HF-030-030"
"S210020120","HF-040-010"
"S210020120","HN-020-030"
"S210020120","HN-030-030"
"S210020120","HN-030-050"
"S210020120","HP-010-030"
"S210020120","HP-010-040"
"S210020130","HI-060-010"
"S210020130","HI-060-020"
"S210020130","HI-060-030"
"S210020130","HI-060-040"
"S210020130","HI-060-050"
"S210020130","HI-060-060"
"S210020130","HI-070-010"
"S210020130","HU-070-010"
"S210020130","HF-020-030"
"S210020130","HF-030-030"
"S210020130","HN-020-030"
"S210020130","HP-010-030"
"S210020140","HI-060-010"
"S210020140","HI-060-020"
"S210020140","HI-060-030"
"S210020140","HI-060-040"
"S210020140","HI-060-050"
"S210020140","HI-060-060"
"S210020140","HI-070-010"
"S210020140","HI-080-010"
"S210020140","HI-090-020"
"S210020140","HI-100-010"
"S210020140","HU-070-010"
"S210020140","HU-080-010"
"S210020140","HE-020-010"
"S210020140","HE-020-020"
"S210020140","HE-040-010"
"S210020140","HE-050-010"
"S210020140","HE-060-010"
"S210020140","HE-070-010"
"S210020140","HE-080-010"
"S210020140","HE-100-010"
"S210020140","HF-010-050"
"S210020140","HF-020-030"
"S210020140","HF-020-050"
"S210020140","HF-030-030"
"S210020140","HF-030-040"
"S210020140","HF-030-060"
"S210020140","HF-040-010"
"S210020140","HF-040-020"
"S210020140","HF-040-030"
"S210020140","HN-010-030"
"S210020140","HN-020-030"
"S210020140","HN-030-030"
"S210020140","HN-030-050"
"S210020140","HP-010-030"
"S210020140","HP-010-040"
"S210020140","HP-010-060"
"S210020140","HP-010-090"
"S210020140","HP-010-130"
"S210020150","HI-060-010"
"S210020150","HI-060-020"
"S210020150","HI-060-030"
"S210020150","HI-060-040"
"S210020150","HI-060-050"
"S210020150","HI-060-060"
"S210020150","HI-070-010"
"S210020150","HI-080-010"
"S210020150","HI-090-020"
"S210020150","HI-100-010"
"S210020150","HU-070-010"
"S210020150","HU-080-010"
"S210020150","HE-020-010"
"S210020150","HE-020-020"
"S210020150","HE-040-010"
"S210020150","HE-050-010"
"S210020150","HE-060-010"
"S210020150","HE-070-010"
"S210020150","HE-080-010"
"S210020150","HE-100-010"
"S210020150","HF-010-050"
"S210020150","HF-020-030"
"S210020150","HF-020-050"
"S210020150","HF-030-030"
"S210020150","HF-030-040"
"S210020150","HF-030-060"
"S210020150","HF-040-010"
"S210020150","HF-040-020"
"S210020150","HF-040-030"
"S210020150","HN-010-030"
"S210020150","HN-020-030"
"S210020150","HN-030-030"
"S210020150","HN-030-050"
"S210020150","HP-010-030"
"S210020150","HP-010-040"
"S210020150","HP-010-060"
"S210020150","HP-010-130"
"S210020160","HI-070-010"
"S210020160","HI-080-010"
"S210020160","HU-070-010"
"S210020160","HE-070-010"
"S210020160","HE-080-010"
"S210020160","HE-100-010"
"S210020160","HF-020-030"
"S210020160","HF-030-030"
"S210020160","HF-040-010"
"S210020160","HN-020-030"
"S210020160","HN-030-030"
"S210020160","HN-030-050"
"S210020160","HP-010-020"
"S210020160","HP-010-030"
"S210020160","HP-010-040"
"S210020160","HP-010-060"
"S210020170","HI-070-010"
"S210020170","HI-080-010"
"S210020170","HU-070-010"
"S210020170","HE-070-010"
"S210020170","HE-080-010"
"S210020170","HE-100-010"
"S210020170","HF-020-030"
"S210020170","HF-030-030"
"S210020170","HF-040-010"
"S210020170","HN-020-030"
"S210020170","HN-030-030"
"S210020170","HN-030-050"
"S210020170","HP-010-020"
"S210020170","HP-010-030"
"S210020170","HP-010-040"
"S210020170","HP-010-060"
"S210030010","HI-070-010"
"S210030010","HI-080-010"
"S210030010","HI-090-020"
"S210030010","HE-070-010"
"S210030010","HE-080-010"
"S210030010","HF-020-030"
"S210030010","HF-030-030"
"S210030010","HF-040-010"
"S210030010","HN-020-030"
"S210030010","HN-030-030"
"S210030010","HN-030-050"
"S210030010","HP-010-030"
"S210030020","HI-070-010"
"S210030020","HI-080-010"
"S210030020","HI-090-020"
"S210030020","HU-070-010"
"S210030020","HE-070-010"
"S210030020","HE-080-010"
"S210030020","HE-100-010"
"S210030020","HF-020-030"
"S210030020","HF-030-030"
"S210030020","HF-040-010"
"S210030020","HN-020-030"
"S210030020","HN-030-030"
"S210030020","HN-030-050"
"S210030020","HP-010-030"
"S210030030","HI-070-010"
"S210030030","HI-080-010"
"S210030030","HI-090-020"
"S210030030","HI-100-010"
"S210030030","HU-070-010"
"S210030030","HU-090-010"
"S210030030","HE-070-010"
"S210030030","HE-080-010"
"S210030030","HF-010-050"
"S210030030","HF-020-030"
"S210030030","HF-030-030"
"S210030030","HF-030-040"
"S210030030","HF-030-060"
"S210030030","HF-040-010"
"S210030030","HF-040-020"
"S210030030","HF-040-030"
"S210030030","HN-010-030"
"S210030030","HN-020-030"
"S210030030","HN-030-030"
"S210030030","HN-030-050"
"S210030030","HP-010-030"
"S210030030","HP-010-060"
"S210030040","HI-060-010"
"S210030040","HI-060-020"
"S210030040","HI-060-030"
"S210030040","HI-060-040"
"S210030040","HI-060-050"
"S210030040","HI-060-060"
"S210030040","HI-070-010"
"S210030040","HI-080-010"
"S210030040","HE-070-010"
"S210030040","HE-080-010"
"S210030040","HF-020-030"
"S210030040","HF-030-030"
"S210030040","HF-040-010"
"S210030040","HN-020-030"
"S210030040","HN-030-030"
"S210030040","HN-030-050"
"S210030040","HP-010-030"
"S210030050","HP-010-030"
"S210040010","HF-040-010"
"S210040010","HP-010-030"
"S210040020","HF-040-010"
"S210040020","HP-010-030"
"S210040030","HF-040-010"
"S210040030","HP-010-030"
"S210040040","HF-040-010"
"S210040040","HP-010-030"
"S210040050","HF-040-010"
"S210040050","HP-010-030"
"S210050010","HF-040-010"
"S210050010","HP-010-030"
"S210050020","HF-040-010"
"S210050020","HP-010-030"
"S210060010","HF-040-010"
"S210060010","HP-010-030"
"S210070010","HI-060-030"
"S210070010","HU-080-010"
"S210070010","HE-070-020"
"S210070010","HE-080-010"
"S210070010","HE-100-010"
"S210070010","HF-010-050"
"S210070010","HF-020-050"
"S210070010","HF-030-060"
"S210070010","HF-040-030"
"S210070010","HN-010-030"
"S210070010","HN-020-010"
"S210070010","HN-020-020"
"S210070010","HN-020-030"
"S210070010","HP-010-030"
"S210070020","HI-060-030"
"S210070020","HU-080-010"
"S210070020","HE-070-020"
"S210070020","HE-080-010"
"S210070020","HE-100-010"
"S210070020","HF-010-050"
"S210070020","HF-020-050"
"S210070020","HF-030-060"
"S210070020","HF-040-030"
"S210070020","HN-010-030"
"S210070020","HN-020-010"
"S210070020","HN-020-020"
"S210070020","HN-020-030"
"S210070020","HP-010-030"
"S210070030","HI-060-030"
"S210070030","HU-080-010"
"S210070030","HE-070-020"
"S210070030","HE-080-010"
"S210070030","HE-100-010"
"S210070030","HF-010-050"
"S210070030","HF-020-050"
"S210070030","HF-030-060"
"S210070030","HF-040-030"
"S210070030","HN-010-030"
"S210070030","HN-020-030"
"S210070030","HP-010-030"
"S210070040","HI-060-030"
"S210070040","HU-080-010"
"S210070040","HE-070-020"
"S210070040","HE-080-010"
"S210070040","HE-100-010"
"S210070040","HF-010-050"
"S210070040","HF-020-050"
"S210070040","HF-030-060"
"S210070040","HF-040-030"
"S210070040","HN-010-030"
"S210070040","HN-020-020"
"S210070040","HN-020-030"
"S210070040","HP-010-030"
"S210070050","HI-060-030"
"S210070050","HU-080-010"
"S210070050","HE-070-020"
"S210070050","HE-080-010"
"S210070050","HE-100-010"
"S210070050","HF-010-050"
"S210070050","HF-020-050"
"S210070050","HF-030-060"
"S210070050","HF-040-030"
"S210070050","HN-010-030"
"S210070050","HN-020-030"
"S210070050","HP-010-030"
"S210070060","HI-060-030"
"S210070060","HU-080-010"
"S210070060","HE-070-020"
"S210070060","HE-080-010"
"S210070060","HE-100-010"
"S210070060","HF-010-050"
"S210070060","HF-020-050"
"S210070060","HF-030-060"
"S210070060","HF-040-030"
"S210070060","HN-010-030"
"S210070060","HN-020-020"
"S210070060","HN-020-030"
"S210070060","HP-010-030"
"S210070070","HI-060-030"
"S210070070","HU-080-010"
"S210070070","HE-070-020"
"S210070070","HE-080-010"
"S210070070","HE-100-010"
"S210070070","HF-010-050"
"S210070070","HF-020-050"
"S210070070","HF-030-060"
"S210070070","HF-040-030"
"S210070070","HN-010-030"
"S210070070","HN-020-010"
"S210070070","HN-020-020"
"S210070070","HN-020-030"
"S210070070","HP-010-030"
"S210080010","HI-060-030"
"S210080010","HE-070-020"
"S210080010","HE-080-010"
"S210080010","HF-010-050"
"S210080010","HF-020-050"
"S210080010","HF-030-060"
"S210080010","HF-040-030"
"S210080010","HN-010-030"
"S210080010","HN-020-030"
"S210080010","HP-010-030"
"S210080020","HI-060-030"
"S210080020","HU-080-010"
"S210080020","HE-070-020"
"S210080020","HE-080-010"
"S210080020","HF-010-050"
"S210080020","HF-020-050"
"S210080020","HF-030-060"
"S210080020","HF-040-030"
"S210080020","HN-010-030"
"S210080020","HN-020-030"
"S210080020","HP-010-030"
"S210080030","HI-060-030"
"S210080030","HU-080-010"
"S210080030","HE-070-020"
"S210080030","HE-080-010"
"S210080030","HE-100-010"
"S210080030","HF-010-050"
"S210080030","HF-020-050"
"S210080030","HF-030-060"
"S210080030","HF-040-030"
"S210080030","HN-010-030"
"S210080030","HN-020-030"
"S210080030","HP-010-030"
"S210080040","HI-060-030"
"S210080040","HE-070-020"
"S210080040","HE-080-010"
"S210080040","HF-010-050"
"S210080040","HF-020-050"
"S210080040","HF-030-060"
"S210080040","HF-040-030"
"S210080040","HN-010-030"
"S210080040","HN-020-030"
"S210080040","HP-010-030"
"S210080050","HI-060-030"
"S210080050","HU-080-010"
"S210080050","HE-070-020"
"S210080050","HE-080-010"
"S210080050","HE-100-010"
"S210080050","HF-010-050"
"S210080050","HF-020-050"
"S210080050","HF-030-060"
"S210080050","HF-040-030"
"S210080050","HN-010-030"
"S210080050","HN-020-030"
"S210080050","HP-010-030"
"S210080060","HI-060-030"
"S210080060","HU-080-010"
"S210080060","HE-070-020"
"S210080060","HE-080-010"
"S210080060","HE-100-010"
"S210080060","HF-010-050"
"S210080060","HF-020-050"
"S210080060","HF-030-060"
"S210080060","HF-040-030"
"S210080060","HN-010-030"
"S210080060","HN-020-030"
"S210080060","HP-010-030"
"S210080070","HI-060-030"
"S210080070","HU-080-010"
"S210080070","HE-070-020"
"S210080070","HE-080-010"
"S210080070","HE-100-010"
"S210080070","HF-010-050"
"S210080070","HF-020-050"
"S210080070","HF-030-060"
"S210080070","HF-040-030"
"S210080070","HN-010-030"
"S210080070","HN-020-030"
"S210080070","HP-010-030"
"S210090010","HI-060-030"
"S210090010","HU-080-010"
"S210090010","HE-070-020"
"S210090010","HE-080-010"
"S210090010","HE-100-010"
"S210090010","HF-010-050"
"S210090010","HF-020-050"
"S210090010","HF-030-060"
"S210090010","HF-040-030"
"S210090010","HN-010-030"
"S210090010","HN-020-030"
"S210090010","HP-010-030"
"S210090020","HI-060-030"
"S210090020","HE-070-020"
"S210090020","HE-080-010"
"S210090020","HF-010-050"
"S210090020","HF-020-050"
"S210090020","HF-030-060"
"S210090020","HF-040-030"
"S210090020","HN-010-030"
"S210090020","HN-020-030"
"S210090020","HP-010-030"
"S210090030","HI-060-030"
"S210090030","HE-070-020"
"S210090030","HE-080-010"
"S210090030","HF-010-050"
"S210090030","HF-020-050"
"S210090030","HF-030-060"
"S210090030","HF-040-030"
"S210090030","HN-010-030"
"S210090030","HN-020-030"
"S210090030","HP-010-030"
"S210090040","HI-060-030"
"S210090040","HE-070-020"
"S210090040","HE-080-010"
"S210090040","HF-010-050"
"S210090040","HF-020-050"
"S210090040","HF-030-060"
"S210090040","HF-040-030"
"S210090040","HN-010-030"
"S210090040","HN-020-030"
"S210090040","HP-010-030"
"S210090050","HI-060-030"
"S210090050","HE-070-020"
"S210090050","HE-080-010"
"S210090050","HF-010-050"
"S210090050","HF-020-050"
"S210090050","HF-030-060"
"S210090050","HF-040-030"
"S210090050","HN-010-030"
"S210090050","HN-020-030"
"S210090050","HP-010-030"
"S210090060","HP-010-030"
"S210090070","HP-010-030"
"S210090080","HI-060-030"
"S210090080","HE-070-020"
"S210090080","HE-080-010"
"S210090080","HF-010-050"
"S210090080","HF-020-050"
"S210090080","HF-030-060"
"S210090080","HF-040-030"
"S210090080","HN-010-030"
"S210090080","HN-020-030"
"S210090080","HP-010-030"
"S210090090","HI-060-030"
"S210090090","HU-080-010"
"S210090090","HE-070-020"
"S210090090","HE-080-010"
"S210090090","HE-100-010"
"S210090090","HF-010-050"
"S210090090","HF-020-050"
"S210090090","HF-030-060"
"S210090090","HF-040-030"
"S210090090","HN-010-030"
"S210090090","HN-020-010"
"S210090090","HN-020-020"
"S210090090","HN-020-030"
"S210090090","HP-010-030"
"S210090100","HN-020-020"
"S210090100","HN-020-030"
"S210090100","HP-010-030"
"S210090110","HI-060-030"
"S210090110","HU-080-010"
"S210090110","HE-070-020"
"S210090110","HE-080-010"
"S210090110","HE-100-010"
"S210090110","HF-010-050"
"S210090110","HF-020-050"
"S210090110","HF-030-060"
"S210090110","HF-040-030"
"S210090110","HN-010-030"
"S210090110","HN-020-010"
"S210090110","HN-020-020"
"S210090110","HN-020-030"
"S210090110","HP-010-030"
"S210090120","HI-060-030"
"S210090120","HU-080-010"
"S210090120","HE-070-020"
"S210090120","HE-080-010"
"S210090120","HE-100-010"
"S210090120","HF-010-050"
"S210090120","HF-020-050"
"S210090120","HF-030-060"
"S210090120","HF-040-030"
"S210090120","HN-010-030"
"S210090120","HN-020-010"
"S210090120","HN-020-020"
"S210090120","HN-020-030"
"S210090120","HP-010-030"
"S210090130","HI-060-030"
"S210090130","HU-080-010"
"S210090130","HE-070-020"
"S210090130","HE-080-010"
"S210090130","HE-100-010"
"S210090130","HF-010-050"
"S210090130","HF-020-050"
"S210090130","HF-030-060"
"S210090130","HF-040-030"
"S210090130","HN-010-030"
"S210090130","HN-020-030"
"S210090130","HP-010-030"
"S210090140","HI-060-030"
"S210090140","HU-080-010"
"S210090140","HE-070-020"
"S210090140","HE-080-010"
"S210090140","HE-100-010"
"S210090140","HF-010-050"
"S210090140","HF-020-050"
"S210090140","HF-030-060"
"S210090140","HF-040-030"
"S210090140","HN-010-030"
"S210090140","HN-020-030"
"S210090140","HP-010-030"
"S210090150","HI-060-030"
"S210090150","HU-080-010"
"S210090150","HE-070-020"
"S210090150","HE-080-010"
"S210090150","HE-100-010"
"S210090150","HF-010-050"
"S210090150","HF-020-050"
"S210090150","HF-030-060"
"S210090150","HF-040-030"
"S210090150","HN-010-030"
"S210090150","HN-020-030"
"S210090150","HP-010-030"
"S210090160","HI-060-030"
"S210090160","HU-080-010"
"S210090160","HE-070-020"
